name,full_name,tally,panel,ensembl,location,uniprot,tags,OMIM,panels,panel_names,disease_group,disease_sub_group,mode_of_inheritance,confidence_level,len,pLI,pRec,pNull,%modelled
RPS28,ribosomal protein S28,12,,ENSG00000233927,(build: 38)19:8321158-8323340,P62857,,603685,159|251|384|407|518|519|59|81,Clefting|Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|Deafness and congenital structural abnormalities|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Limb disorders|Rare anaemia,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Haematological disorders|Hearing and ear disorders|NA|Tumour syndromes,Anaemias and red cell disorders|Deafness and congenital structural abnormalities|Dysmorphic disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic|NA,1|2|4,69,0.688845092,0.292772709,0.0183822,0.985507246
SAMD9L,sterile alpha motif domain containing 9 like,11,,ENSG00000177409,(build: 38)7:93130055-93148369,Q8IVG5,,611170,159|398|407|484|519|59,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|DDG2P|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Primary immunodeficiency,Cancer Programme|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic|NA,1|3|4,1584,3.80E-10,0.921807367,0.078192632,0
ITK,IL2 inducible T-cell kinase,7,,ENSG00000113263,(build: 38)5:157142933-157255191,Q08881,,186973,398|407|59,Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Primary immunodeficiency,Cancer Programme|NA|Tumour syndromes,NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Biallelic,4,620,1.50E-05,0.998259486,0.001725559,0.632258065
FANCF,Fanconi anemia complementation group F,18,,ENSG00000183161,(build: 38)11:22622519-22626787,Q9NPI8,,613897,115|131|159|162|243|255|259|285|407|473|478|484|508|59,Childhood solid tumours pertinent cancer susceptibility|Confirmed Fanconi anaemia or Bloom syndrome|Cytopaenias and congenital anaemias|DDG2P|Fetal anomalies|Growth failure in early childhood|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Head and neck cancer pertinent cancer susceptibility|IUGR and IGF abnormalities|Intellectual disability|Neurofibromatosis Type 1|Severe microcephaly|Tumour predisposition - childhood onset,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Endocrine disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Anaemias and red cell disorders|Childhood Tumours|DNA repair disorders|Growth hormone disorders|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Tumour syndromes,Biallelic,2|3|4,374,0.003814534,0.638390859,0.357794607,0.537433155
RPL26,ribosomal protein L26,8,,ENSG00000161970,(build: 38)17:8377520-8383213,P61254,,603704,159|407|518|519|59,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Rare anaemia,Cancer Programme|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,1|4,145,0.915888681,0.083535797,0.000575521,0.993103448
NF1,neurofibromin 1,29,,ENSG00000196712,(build: 38)17:31094927-31382116,P21359,,613113,126|147|159|167|179|217|243|245|255|259|285|290|309|391|407|469|470|471|478|48|484|523|558|559|564|59|97,Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|Cardiomyopathies - including childhood onset|Cerebral vascular malformations|Childhood solid tumours pertinent cancer susceptibility|Cytopaenias and congenital anaemias|DDG2P|Familial Tumours Syndromes of the central & peripheral Nervous system|Familial rhabdomyosarcoma|Fetal anomalies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Hearing loss|Hydrocephalus|Inherited phaeochromocytoma and paraganglioma|Inherited predisposition to GIST|Intellectual disability|Molecular autopsy|Mosaic skin disorders - deep sequencing|Multiple monogenic benign skin tumours|Neurofibromatosis Type 1|Pigmentary skin disorders|RASopathies|Sarcoma pertinent cancer susceptibility|Skeletal dysplasia|Tumour predisposition - adult onset|Tumour predisposition - childhood onset,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Haematological disorders|Hearing and ear disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders|Tumour syndromes,Anaemias and red cell disorders|Breast and endocrine|Cerebrovascular disorders|Childhood Tumours|Muscle and nerve|NA|Neurodevelopmental disorders|Non-syndromic hearing loss|Pertinent cancer susceptibility gene panel|RASopathies|Skeletal dysplasias|Tumour syndromes,Monoallelic|NA,0|1|2|3|4,2839,0.999999846,1.54E-07,1.06E-27,0.219795703
CBL,Cbl proto-oncogene,19,,ENSG00000110395,(build: 38)11:119206276-119313926,P22681,,165360,131|144|159|243|259|285|402|407|469|471|473|478|48|484|59,Cardiomyopathies - including childhood onset|Childhood solid tumours pertinent cancer susceptibility|Cytopaenias and congenital anaemias|DDG2P|Fetal anomalies|Fetal hydrops|Genetic epilepsy syndromes|Growth failure in early childhood|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|IUGR and IGF abnormalities|Intellectual disability|Molecular autopsy|RASopathies|Tumour predisposition - childhood onset,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Endocrine disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Anaemias and red cell disorders|Childhood Tumours|Fetal disorders|Growth hormone disorders|Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|RASopathies|Tumour syndromes,Monoallelic|NA|Unknown,1|2|3|4,906,0.006787357,0.993206267,6.38E-06,0.515452539
GATA2,GATA binding protein 2,9,,ENSG00000179348,(build: 38)3:128479427-128493185,P23769,,137295,159|285|407|478|484|519|525|59|65,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|DDG2P|Fetal anomalies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited predisposition to acute myeloid leukaemia (AML)|Intellectual disability|Primary lymphoedema,Cancer Programme|Cardiovascular disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Anaemias and red cell disorders|Lymphatic Disorders|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,2|3|4,480,0.97976209,0.020221413,1.65E-05,0
RPS27,ribosomal protein S27,5,,ENSG00000177954,(build: 38)1:153990759-153992150,P42677,,603702,159|407|518|519|59,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Rare anaemia,Cancer Programme|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,1|4,84,0.697777961,0.285280964,0.016941075,0.988095238
RUNX1,runt related transcription factor 1,7,,ENSG00000159216,(build: 38)21:34787801-36004667,Q01196,,151385,159|175|407|519|525|545|59,Bleeding and platelet disorders|Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited bleeding disorders|Inherited predisposition to acute myeloid leukaemia (AML),Cancer Programme|Haematological and immunological disorders|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|Haemostasis disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,1|2|3|4,453,0.449323607,0.549373498,0.001302896,0.293598234
ETV6,ETS variant 6,6,,ENSG00000139083,(build: 38)12:11649854-11895402,P41212,,600618,175|407|519|525|545|59,Bleeding and platelet disorders|Cytopenia - NOT Fanconi anaemia|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited bleeding disorders|Inherited predisposition to acute myeloid leukaemia (AML),Cancer Programme|Haematological and immunological disorders|NA|Tumour syndromes,Haemostasis disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,2|3|4,452,0.99522782,0.004772083,9.69E-08,0.873893805
BLM,Bloom syndrome RecQ like helicase,19,,ENSG00000197299,(build: 38)15:90717327-90816165,P54132,,604610,155|162|174|196|243|259|285|398|407|472|473|478|484|508|59,Childhood solid tumours pertinent cancer susceptibility|Confirmed Fanconi anaemia or Bloom syndrome|DDG2P|Fetal anomalies|Growth failure in early childhood|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Insulin resistance (including lipodystrophy)|Intellectual disability|Monogenic diabetes|Osteogenesis imperfecta|Primary immunodeficiency|Primary ovarian insufficiency|Severe microcephaly|Tumour predisposition - childhood onset,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Endocrine disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders|Tumour syndromes,Childhood Tumours|DNA repair disorders|Disorders of unusual phenotypes|Gonadal and sex development disorders|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Skeletal dysplasias|Tumour syndromes,Biallelic|NA,0|1|3|4,1417,4.14E-11,0.981782818,0.018217182,0.512350035
NAF1,nuclear assembly factor 1 ribonucleoprotein,2,,ENSG00000145414,(build: 38)4:163110073-163166921,Q15025,,,407|59,Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility,Cancer Programme|Tumour syndromes,Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,4,,,,,0
UBE2T,ubiquitin conjugating enzyme E2 T,7,,ENSG00000077152,(build: 38)1:202331657-202341980,Q9NPD8,,610538,159|255|407|478|484|508|59,Confirmed Fanconi anaemia or Bloom syndrome|Cytopaenias and congenital anaemias|DDG2P|Fetal anomalies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Neurofibromatosis Type 1,Cancer Programme|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|Muscle and nerve|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Biallelic,1|2|3|4,197,0.000369195,0.836121755,0.163509049,0.994923858
PTPN11,"protein tyrosine phosphatase, non-receptor type 11",24,,ENSG00000179295,(build: 38)12:112418351-112509913,Q06124,,176876,131|159|168|175|196|243|255|259|285|309|407|469|471|473|478|48|484|49|545|559|564|59,Bleeding and platelet disorders|Cardiomyopathies - including childhood onset|Childhood solid tumours pertinent cancer susceptibility|Craniosynostosis|Cytopaenias and congenital anaemias|DDG2P|Fetal anomalies|Growth failure in early childhood|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Hypertrophic cardiomyopathy - teen and adult|IUGR and IGF abnormalities|Inherited bleeding disorders|Intellectual disability|Molecular autopsy|Mosaic skin disorders - deep sequencing|Neurofibromatosis Type 1|Osteogenesis imperfecta|Pigmentary skin disorders|RASopathies|Skeletal dysplasia|Tumour predisposition - childhood onset,Cancer Programme|Cardiovascular disorders|Dysmorphic and congenital abnormality syndromes|Endocrine disorders|Haematological and immunological disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders|Tumour syndromes,Anaemias and red cell disorders|Cardiomyopathy|Childhood Tumours|Craniosynostosis syndromes|Growth hormone disorders|Haemostasis disorders|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|RASopathies|Skeletal dysplasias|Tumour syndromes,Monoallelic|NA,0|1|3|4,597,0.999877231,0.000122769,6.39E-11,0.927973199
RPL27,ribosomal protein L27,5,,ENSG00000131469,(build: 38)17:42998273-43002959,P61353,,607526,159|407|518|519|59,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Rare anaemia,Cancer Programme|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic|Unknown,1|4,136,0.822384681,0.173623575,0.003991743,0.992647059
PARN,poly(A)-specific ribonuclease,5,,ENSG00000140694,(build: 38)16:14435701-14632728,O95453,,604212,285|407|478|484|519,Cytopenia - NOT Fanconi anaemia|DDG2P|Fetal anomalies|Haematological malignancies for rare disease|Intellectual disability,NA|Neurology and neurodevelopmental disorders|Tumour syndromes,NA|Neurodevelopmental disorders|Tumour syndromes,Biallelic|Both,4,639,0.387183623,0.612798935,1.74E-05,0.820031299
RTEL1,regulator of telomere elongation helicase 1,16,,ENSG00000258366,(build: 38)20:63657810-63696253,Q9NZ71,,608833,159|200|209|285|33|398|407|478|484|519|525|653,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|DDG2P|Ductal plate malformation|Familial pulmonary fibrosis|Fetal anomalies|Gastrointestinal epithelial barrier disorders|Haematological malignancies for rare disease|Inherited predisposition to acute myeloid leukaemia (AML)|Intellectual disability|Polycystic liver disease interim|Primary immunodeficiency,Gastroenterological disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Respiratory disorders|Tumour syndromes,Anaemias and red cell disorders|Gastrointestinal disorders|Interstitial lung disorders|NA|Neurodevelopmental disorders|Tumour syndromes,Biallelic|Both|Monoallelic,0|2|3|4,1219,0.777758475,0.222241524,1.84E-10,0
FANCI,Fanconi anemia complementation group I,15,,ENSG00000140525,(build: 38)15:89243949-89317261,Q9NVI1,,611360,115|131|159|162|255|259|285|384|407|473|478|484|508|59,Childhood solid tumours pertinent cancer susceptibility|Confirmed Fanconi anaemia or Bloom syndrome|Cytopaenias and congenital anaemias|DDG2P|Fetal anomalies|Growth failure in early childhood|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Head and neck cancer pertinent cancer susceptibility|IUGR and IGF abnormalities|Intellectual disability|Limb disorders|Neurofibromatosis Type 1|Severe microcephaly,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Endocrine disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Anaemias and red cell disorders|DNA repair disorders|Growth hormone disorders|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Tumour syndromes,Biallelic,2|3|4,1328,5.17E-19,0.679808795,0.320191205,0
NOP10,NOP10 ribonucleoprotein,12,,ENSG00000182117,(build: 38)15:34341713-34343177,Q9NPE3,,606471,159|209|243|259|398|407|484|559|59,Childhood solid tumours pertinent cancer susceptibility|Cytopaenias and congenital anaemias|DDG2P|Ductal plate malformation|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Pigmentary skin disorders|Primary immunodeficiency|Tumour predisposition - childhood onset,Cancer Programme|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|Childhood Tumours|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Biallelic|NA,1|2|3|4,64,0.802013759,0.192654939,0.005331302,0
DKC1,dyskerin pseudouridine synthase 1,14,,ENSG00000130826,(build: 38)X:154762742-154777689,O60832,,300126,159|200|209|285|286|407|477|478|484|518|519|559|59,Ataxia and cerebellar anomalies - narrow panel|Cerebellar hypoplasia|Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|DDG2P|Ductal plate malformation|Familial pulmonary fibrosis|Fetal anomalies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Intellectual disability|Pigmentary skin disorders|Rare anaemia,Cancer Programme|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Respiratory disorders|Tumour syndromes,Anaemias and red cell disorders|Interstitial lung disorders|Motor Disorders of the CNS|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Tumour syndromes,X-Linked,1|3|4,514,0.998900173,0.001099814,1.33E-08,0
RPL31,ribosomal protein L31,5,,ENSG00000071082,(build: 38)2:101001715-101024032,P62899,,617415,159|407|518|519|59,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Rare anaemia,Cancer Programme|Haematological disorders|NA|Tumour syndromes,Anaemias and red cell disorders|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic|Unknown,1|4,125,0.843001843,0.154116483,0.002881674,0.992
RPS27A,ribosomal protein S27a,2,,ENSG00000143947,(build: 38)2:55231903-55235853,P62979,,191343,407|59,Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility,Cancer Programme|Tumour syndromes,Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,4,156,0.525112782,0.458508883,0.016378335,0.993589744
PRF1,perforin 1,3,,ENSG00000180644,(build: 38)10:70597348-70602775,P14222,,170280,407|42|59,Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited white matter disorders,Cancer Programme|Neurology and neurodevelopmental disorders|Tumour syndromes,Pertinent cancer susceptibility gene panel|Tumour syndromes|White matter disorders,Biallelic,1|4,555,1.40E-07,0.115080299,0.884919561,0
